,X,Y,Area,Perimeter,Radius,Circularity,Convexity,Inertia,Graymean,Graystd,Repimean,Repistd,Gepimean,Gepistd,Bepimean,Bepistd,X_rawImage,Y_rawImage,plate_barcode,colony_index
0,373,940,132.5,44.72792184352875,6.708203932499369,0.8322777828177086,0.977859778597786,0.9988841463645103,148.90907287597656,0.1311817765235901,62.07520294189453,0.0341961495578289,58.91250228881836,0.034365639090538025,76.66586303710938,0.04058326408267021,523,1090,H2M2,0
1,1488,932,170.5,60.72792184352875,7.671183818789533,0.580974951527042,0.8419753086419753,0.9992577717241341,149.7378692626953,0.1308864951133728,57.80845642089844,0.06888848543167114,56.41007995605469,0.04937997832894325,77.4506607055664,0.05155457183718681,1638,1082,H2M2,1
2,464,915,573.5,100.5269113779068,13.92838827718412,0.7131462577086056,0.8912198912198912,0.9999595720387313,146.74163818359375,0.05040287598967552,63.92666244506836,0.03943384438753128,60.238494873046875,0.035968903452157974,80.40412139892578,0.05011767894029617,614,1065,H2M2,2
3,313,911,1367.0,139.39696872234344,21.389246442732322,0.8840395989698608,0.9820402298850575,0.9999888553516312,115.97876739501953,0.2721400856971741,73.7974853515625,0.10822087526321411,68.58589172363281,0.11934439837932587,108.30880737304688,0.2908433973789215,463,1061,H2M2,3
4,849,909,1423.0,141.39696872234344,21.43592255630829,0.8944057155825925,0.9830742659758204,0.9999808150770891,115.42420959472656,0.2655222713947296,72.19519805908203,0.08606290072202682,67.43113708496094,0.0813106968998909,103.49429321289062,0.20505332946777344,999,1059,H2M2,4
5,808,937,2269.0,186.36753022670746,27.294688127912362,0.8209257153798095,0.9585973806506126,0.999995064135939,124.66682434082031,0.12254680693149567,69.45207214355469,0.04634669050574303,65.08538818359375,0.05509854853153229,92.17200469970703,0.14118556678295135,958,1087,H2M2,5
6,1197,907,1441.5,146.32590067386627,21.18962010041709,0.8460228613544865,0.9707070707070707,0.9918197785226662,125.33367919921875,0.15767763555049896,67.29624938964844,0.05269229784607887,63.951900482177734,0.0472961887717247,92.11912536621094,0.1492157280445099,1347,1057,H2M2,6
7,629,890,2465.0,195.39696860313416,28.513020049626988,0.8113180610809686,0.9597041074557134,0.9999963841537346,121.87333679199219,0.16760215163230896,66.1953125,0.041659630835056305,60.48187255859375,0.04105214402079582,80.28043365478516,0.09359182417392731,779,1040,H2M2,7
8,1281,900,4895.5,290.5512959957123,39.66104599743816,0.7287210000262805,0.9368481485025356,0.9999987944132431,129.62570190429688,0.09961370378732681,67.56494140625,0.052303534001111984,64.15208435058594,0.04372105747461319,94.55724334716797,0.08741369843482971,1431,1050,H2M2,8
9,180,888,4366.0,252.65180122852325,37.33630940518894,0.859505772530792,0.9749888343010272,0.9999993271963854,125.8644790649414,0.13044825196266174,68.5439682006836,0.051652565598487854,64.3672866821289,0.056490641087293625,89.3641128540039,0.1415802389383316,330,1038,H2M2,9
10,412,873,1741.5,159.2964632511139,23.600847442411894,0.8624244803395148,0.9753570428451415,0.9999957317049551,138.2443389892578,0.09607354551553726,66.51454162597656,0.05408327654004097,62.35472869873047,0.04347580671310425,87.82098388671875,0.0875924825668335,562,1023,H2M2,10
11,742,860,1946.0,166.7106772661209,25.06990029012612,0.879884907258908,0.9801057668093679,0.9999952198609533,117.135498046875,0.22757984697818756,72.49449157714844,0.08474254608154297,66.77459716796875,0.08192858844995499,103.47236633300781,0.2370663434267044,892,1010,H2M2,11
12,761,906,1709.0,156.71067678928375,23.40939982143925,0.8744898122066261,0.9793696275071633,0.9999868684595109,115.30325317382812,0.25256454944610596,72.21859741210938,0.08262035995721817,66.83000946044922,0.07811463624238968,101.32466125488281,0.20672555267810822,911,1056,H2M2,12
13,1222,851,3082.0,212.85281193256378,31.38470965295043,0.8548377934951268,0.9742373952900268,0.9999909914052089,124.81041717529297,0.12808455526828766,65.28475189208984,0.04985947161912918,63.20943069458008,0.04778876155614853,90.12421417236328,0.12109436839818954,1372,1001,H2M2,13
14,1015,837,1693.0,155.88224959373474,23.291607139303608,0.875534961582684,0.9794619612380677,0.9999952739274934,114.63365173339844,0.26889559626579285,70.18463134765625,0.0880245715379715,65.28705596923828,0.07968130707740784,98.03298950195312,0.18628573417663574,1165,987,H2M2,14
15,855,837,1906.0,166.71067678928375,24.596747752497688,0.8617988914846677,0.9749360613810741,0.999972356095577,124.01791381835938,0.16864389181137085,67.72016143798828,0.04885692894458771,63.00477600097656,0.04526370018720627,91.57062530517578,0.13833796977996826,1005,987,H2M2,15
16,572,817,1847.5,161.63960945606232,24.698178070456937,0.8885844852911733,0.9840213049267643,0.9999951294289601,115.1490249633789,0.25678393244743347,70.21830749511719,0.07909715920686722,64.49889373779297,0.07052014768123627,96.93636322021484,0.2023739367723465,722,967,H2M2,16
17,622,796,1847.5,161.29646337032318,24.464206287864965,0.8923693001928422,0.980106100795756,0.9999951169682177,118.91156768798828,0.21880201995372772,70.32636260986328,0.08532945811748505,64.26704406738281,0.08100154250860214,99.06916046142578,0.24064095318317413,772,946,H2M2,17
18,1325,780,960.5,122.46803605556488,17.40452439078891,0.8047513732468995,0.9667840966280825,0.9998943663947646,126.5394058227539,0.14686106145381927,62.97340774536133,0.05344519391655922,61.09468460083008,0.046614743769168854,91.41389465332031,0.14091266691684723,1475,930,H2M2,18
19,1344,804,1403.0,151.53910410404205,21.93171219946131,0.767746957911032,0.9394040843655842,0.9999827361993793,126.5927734375,0.1520284116268158,62.632606506347656,0.057410310953855515,60.02973556518555,0.052757032215595245,85.58462524414062,0.13309451937675476,1494,954,H2M2,19
20,1453,768,81.5,35.071067690849304,5.385164807134504,0.8326634423178679,0.9878787878787879,0.9927369455700513,156.79183959960938,0.041659582406282425,59.59320831298828,0.04669713228940964,57.98006820678711,0.033063482493162155,79.31863403320312,0.04124273359775543,1603,918,H2M2,20
21,194,784,2185.0,174.36753141880035,26.49517506920933,0.9030879907048092,0.9853438556933484,0.999996272784667,117.44007110595703,0.23362183570861816,71.51156616210938,0.09381014108657837,65.41848754882812,0.0906607136130333,100.84749603271484,0.23486478626728058,344,934,H2M2,21
22,123,768,452.5,79.69848430156708,12.206555615733702,0.8952170053408307,0.980498374864572,0.9999066202967193,140.32652282714844,0.13707229495048523,64.60301971435547,0.05203995108604431,60.22200012207031,0.037926141172647476,81.41973114013672,0.07034865021705627,273,918,H2M2,22
23,901,744,2427.0,186.02438473701477,27.784887978899608,0.8813327055252608,0.9819947400364152,0.9999921497185545,115.1648941040039,0.2506798207759857,69.93535614013672,0.08913139253854752,64.75652313232422,0.0885067731142044,102.44058990478516,0.2617482542991638,1051,894,H2M2,23
24,701,736,2153.0,174.3675308227539,26.27735118637259,0.8898619941786357,0.9817601459188326,0.9999967385207276,118.32318115234375,0.2346404790878296,68.53858184814453,0.09483823925256729,62.85406494140625,0.09350018948316574,98.89129638671875,0.26602333784103394,851,886,H2M2,24
25,1068,705,89.5,40.24264061450958,5.0990195135927845,0.6944803448829122,0.9086294416243654,0.9913706536731386,157.78396606445312,0.06451735645532608,57.87343215942383,0.025786783546209335,56.72297286987305,0.025696737691760063,74.8260269165039,0.0423654280602932,1218,855,H2M2,25
26,536,721,1565.5,151.63960921764374,22.416442414621066,0.8555346879569266,0.966358024691358,0.9998778414468684,129.2542724609375,0.15135270357131958,64.72681427001953,0.04831717163324356,60.100032806396484,0.047382570803165436,85.35359954833984,0.1425967514514923,686,871,H2M2,26
27,467,674,896.5,117.49747359752655,17.029386365926403,0.816024317098418,0.9501854795972443,0.9999766108915442,140.20175170898438,0.09104574471712112,65.16895294189453,0.050302740186452866,59.156768798828125,0.03429761156439781,79.59889221191406,0.06882362812757492,617,824,H2M2,27
28,1247,684,4202.0,264.79393661022186,36.796738985948195,0.7530951309553764,0.9498191681735986,0.9999993198181806,129.46421813964844,0.11557398736476898,63.89131164550781,0.055781587958335876,60.58403396606445,0.05043994262814522,85.35904693603516,0.16206791996955872,1397,834,H2M2,28
29,846,648,46.0,25.656854152679443,4.123105625617661,0.8781341863083801,1.0,0.9271590969804517,160.77525329589844,0.043905600905418396,58.88723373413086,0.032323624938726425,55.325801849365234,0.0306134931743145,73.70564270019531,0.03356124088168144,996,798,H2M2,29
30,883,638,1628.0,159.0538228750229,22.83637186930919,0.8086787680527244,0.9590574374079529,0.9999807459258973,123.29842376708984,0.20794537663459778,65.54429626464844,0.06255233287811279,60.55504608154297,0.06284913420677185,89.98894500732422,0.21268363296985626,1033,788,H2M2,30
31,737,618,1076.0,126.08326005935669,18.411932612718005,0.850564546168787,0.9676258992805755,0.9999549831899368,127.22520446777344,0.17250651121139526,64.89151000976562,0.05980021134018898,59.80315017700195,0.06265123933553696,88.35213470458984,0.2000754475593567,887,768,H2M2,31
32,1343,609,1317.0,142.22539567947388,20.615528128088304,0.8181658300631256,0.9571220930232558,0.9999925809629073,130.5662841796875,0.13772699236869812,61.169158935546875,0.04679979383945465,59.38232421875,0.04277171567082405,87.53016662597656,0.14119547605514526,1493,759,H2M2,32
33,1314,646,2956.0,209.68123972415924,30.59411708155671,0.8448802193902569,0.966961072947334,0.9999924321208239,123.42858123779297,0.13000790774822235,64.18777465820312,0.043680690228939056,61.79658126831055,0.04196587949991226,88.14114379882812,0.12820546329021454,1464,796,H2M2,33
34,566,617,3441.0,236.99494743347168,33.473829581308614,0.7698681663258604,0.9379855526782064,0.9999989756140543,119.69121551513672,0.17779172956943512,68.11131286621094,0.05383853614330292,62.21999740600586,0.06955892592668533,94.09489440917969,0.1847407966852188,716,767,H2M2,34
35,1290,590,1005.5,118.6690468788147,18.027756377319946,0.8972573621780381,0.9843367596671562,0.9999839581915101,128.44847106933594,0.16147173941135406,63.84999084472656,0.06705904006958008,61.44721603393555,0.06261874735355377,90.36145782470703,0.14564180374145508,1440,740,H2M2,35
36,779,592,2024.5,170.46803641319275,25.632011235952593,0.8754709258584338,0.9794388001935171,0.9999956619809143,119.10596466064453,0.21633806824684143,68.9997787475586,0.08654160052537918,63.08757781982422,0.08438064903020859,97.81405639648438,0.2410343438386917,929,742,H2M2,36
37,274,600,3929.5,255.72286891937256,36.069377593742864,0.7551061735740504,0.9245882352941176,0.9999992219064939,116.49217224121094,0.18623512983322144,66.21427154541016,0.0496913343667984,61.41813659667969,0.0482742041349411,94.67498779296875,0.17073370516300201,424,750,H2M2,37
38,230,600,1353.0,143.74011421203613,21.18962010041709,0.8229087674561967,0.9650499286733238,0.9999932554554325,116.78094482421875,0.21457912027835846,68.3963623046875,0.07189472764730453,63.37203598022461,0.0641310065984726,93.79519653320312,0.17148377001285553,380,750,H2M2,38
39,303,660,2313.0,230.50966560840607,29.866068747318508,0.5470250510925279,0.8152978498413818,0.9999894863546492,140.87158203125,0.058521077036857605,62.88315963745117,0.029722413048148155,58.341495513916016,0.028267651796340942,75.37532043457031,0.04197258502244949,453,810,H2M2,39
40,289,687,1506.0,172.22539567947388,22.0,0.638029050779123,0.913557779799818,0.9999868300469845,140.42884826660156,0.07062077522277832,62.7067756652832,0.029469074681401253,58.005062103271484,0.029346706345677376,72.3356704711914,0.045193132013082504,439,837,H2M2,40
41,1067,587,2440.0,187.1959583759308,28.0178514522438,0.8749973837578805,0.9824843970203342,0.9999973921250164,115.03445434570312,0.24830836057662964,70.0377426147461,0.08123317360877991,64.65312194824219,0.0833749920129776,103.3591537475586,0.24777989089488983,1217,737,H2M2,41
42,1237,570,1970.5,166.95331728458405,25.079872407968907,0.8883747327747592,0.980836236933798,0.9999966835916654,119.54591369628906,0.21423141658306122,68.48469543457031,0.08164381235837936,63.90257263183594,0.08137337863445282,100.89469909667969,0.22748717665672302,1387,720,H2M2,42
43,625,559,1374.5,143.49747383594513,21.2602916254693,0.8388148236569833,0.964561403508772,0.9999921285671216,130.589599609375,0.12645384669303894,66.42118072509766,0.04069458693265915,61.730186462402344,0.04516761004924774,91.70584106445312,0.15300357341766357,775,709,H2M2,43
44,682,565,3067.5,213.58073389530182,31.38470965295043,0.8450264179707432,0.969041225714737,0.9999986573936742,125.7992935180664,0.12717589735984802,66.67965698242188,0.03886447101831436,61.704742431640625,0.045045480132102966,84.52935028076172,0.12050826102495193,832,715,H2M2,44
45,877,545,2141.0,175.19595789909363,26.076809620810597,0.8765533773302976,0.977402419538918,0.9999905659159652,120.9697494506836,0.20983783900737762,69.38438415527344,0.07148133218288422,63.71488952636719,0.0700128823518753,98.81558227539062,0.2186700850725174,1027,695,H2M2,45
46,469,534,2216.0,177.19595849514008,26.758071929125073,0.8868945693447235,0.983795782463929,0.9999952064389436,113.59059143066406,0.2628915309906006,69.26642608642578,0.09023255854845047,63.333614349365234,0.09021499752998352,98.46658325195312,0.2580711841583252,619,684,H2M2,46
47,1352,525,1357.0,142.225395321846,20.615528128088304,0.8430152141071728,0.9637784090909091,0.9999932137027466,129.6815948486328,0.12250229716300964,64.22901916503906,0.038715146481990814,61.41835403442383,0.037137601524591446,88.60665893554688,0.11952152848243713,1502,675,H2M2,47
48,1242,501,1159.5,130.66904664039612,19.849433241279208,0.8533656784875411,0.9723270440251572,0.9999887658409624,129.00897216796875,0.13124018907546997,65.40816497802734,0.03743525221943855,61.626461029052734,0.03763541206717491,90.11468505859375,0.1265586018562317,1392,651,H2M2,48
49,1498,491,2249.0,177.19595766067505,26.90724809414742,0.900101942799088,0.9844604946377763,0.9999942817019764,116.01985931396484,0.23295384645462036,68.40324401855469,0.08200988173484802,64.83851623535156,0.07613798975944519,105.1429214477539,0.22453145682811737,1648,641,H2M2,49
50,1106,487,1725.0,157.88224947452545,23.653693312335644,0.8696256729014559,0.9737510584250635,0.9999944509918987,126.47215270996094,0.17542730271816254,65.794921875,0.04607566073536873,61.045536041259766,0.040365900844335556,88.78520202636719,0.1408790647983551,1256,637,H2M2,50
51,835,470,477.0,96.7695517539978,12.041594578792296,0.6401043585067699,0.9137931034482759,0.999629358763355,142.62933349609375,0.04503459855914116,63.743011474609375,0.024744665250182152,59.62724304199219,0.022026140242815018,80.04864501953125,0.032487694174051285,985,620,H2M2,51
52,824,487,445.0,100.76955187320709,11.704699910719626,0.5506951105414667,0.8061594202898551,0.9999477744152113,144.76988220214844,0.05059631168842316,64.03582763671875,0.026163209229707718,59.59038162231445,0.02579134702682495,77.94286346435547,0.03749454393982887,974,637,H2M2,52
53,1223,460,1417.5,147.29646277427673,21.37755832643195,0.8210097151517373,0.9539030955585465,0.9999932148851985,129.7046356201172,0.1469394564628601,64.14299774169922,0.04287628456950188,60.30039596557617,0.03778470307588577,88.51409912109375,0.12865884602069855,1373,610,H2M2,53
54,1061,435,62.0,29.656854152679443,5.0,0.8858320529002093,1.0,1.0,159.84893798828125,0.057443566620349884,60.886566162109375,0.02837635576725006,58.703277587890625,0.021376313641667366,77.06015014648438,0.02859959565103054,1211,585,H2M2,54
55,609,455,1771.0,160.71067690849304,23.769728648009426,0.8616660155750785,0.972809667673716,0.9999959969154295,129.43495178222656,0.15975894033908844,69.16419219970703,0.051071520894765854,63.40456771850586,0.05176956579089165,91.0738296508789,0.1581507921218872,759,605,H2M2,55
56,935,466,3256.5,252.12489020824432,32.55764119219941,0.6437681735395102,0.9045833333333333,0.9999988355300697,140.15924072265625,0.0705035924911499,62.96840286254883,0.028392992913722992,58.3480110168457,0.025232834741473198,76.32662200927734,0.04057139530777931,1085,616,H2M2,56
57,1366,449,1393.0,141.74011433124542,21.389246442732322,0.8713154661281787,0.9772009821115398,0.9999927486046056,120.8938217163086,0.21189755201339722,68.25837707519531,0.055048324167728424,64.35435485839844,0.05336839705705643,98.05632019042969,0.14837253093719482,1516,599,H2M2,57
58,355,451,1839.5,173.29646241664886,24.515301344262525,0.7697155519842345,0.9409207161125319,0.999991032403832,123.63043975830078,0.20304785668849945,67.60646057128906,0.07258547097444534,62.04924774169922,0.0692501962184906,92.363037109375,0.2160734385251999,505,601,H2M2,58
59,707,462,5224.5,324.5512959957123,40.61393202640243,0.6232867607820252,0.9081348861463584,0.9999993435093147,137.6825408935547,0.1033480167388916,65.32202911376953,0.04317881166934967,60.62154006958008,0.0408015251159668,80.1915512084961,0.11725954711437225,857,612,H2M2,59
60,709,502,147.0,54.62741661071777,7.0710678118654755,0.619021699515031,0.8546511627906976,0.9991413183959884,146.04739379882812,0.04518540948629379,65.0890884399414,0.021801114082336426,60.4099235534668,0.024725332856178284,75.860107421875,0.03705738112330437,859,652,H2M2,60
61,1429,426,1735.5,159.15432786941528,23.769728648009426,0.8609889472491411,0.9763713080168777,0.9998443324802888,126.50723266601562,0.1444856971502304,63.90147018432617,0.03675827756524086,61.382755279541016,0.03199312090873718,88.66252136230469,0.10750667005777359,1579,576,H2M2,61
62,1306,442,4228.5,255.37972235679626,36.40054944640259,0.8147481405940824,0.9578661230037376,0.9999990901095547,118.18555450439453,0.1718244105577469,65.05445861816406,0.03529549017548561,61.45951843261719,0.0486728809773922,84.40754699707031,0.1307978481054306,1456,592,H2M2,62
63,785,431,2848.0,201.6812388896942,30.083217912982647,0.8798706843436515,0.9818996724702638,0.9999982346576081,120.04192352294922,0.18570958077907562,67.03221893310547,0.03760238736867905,61.56037139892578,0.04039687290787697,92.95108795166016,0.15978112816810608,935,581,H2M2,63
64,440,423,1874.0,162.71067690849304,24.55602454838011,0.889502856126695,0.9803818990321737,0.999817968190835,121.03841400146484,0.2096845805644989,68.14945220947266,0.06496289372444153,62.343196868896484,0.06386221945285797,93.79037475585938,0.2074602097272873,590,573,H2M2,64
65,482,398,1233.5,135.98275458812714,19.849433241279208,0.8382650301091938,0.9670717365738926,0.9999880098935836,129.1688232421875,0.1518518626689911,64.51161193847656,0.03660362958908081,59.85111618041992,0.037805888801813126,85.07284545898438,0.12301105260848999,632,548,H2M2,65
66,324,400,2363.5,199.43859899044037,28.0178514522438,0.7467015301360839,0.9252299862986886,0.9990418320561746,125.5278091430664,0.16201025247573853,62.684478759765625,0.037201132625341415,57.795166015625,0.027347533032298088,77.00578308105469,0.06411504745483398,474,550,H2M2,66
67,282,436,2582.5,203.4385985136032,28.30194339616981,0.7841217194100936,0.9555966697502313,0.9999845855126273,125.44429779052734,0.16568022966384888,63.15449142456055,0.03564411401748657,58.02573013305664,0.02875003032386303,76.35749816894531,0.06406791508197784,432,586,H2M2,67
68,1104,372,52.0,27.656854152679443,4.47213595499958,0.854294575467492,0.9811320754716981,0.9954872210248846,162.2298126220703,0.03939015418291092,59.85930633544922,0.029245352372527122,56.84406661987305,0.045019038021564484,74.58448028564453,0.03917920961976051,1254,522,H2M2,68
69,982,376,2080.0,174.7106763124466,25.942243542145693,0.8563164938172875,0.971281811814149,0.9999864628310419,129.70736694335938,0.1368127465248108,63.177146911621094,0.035652268677949905,58.62189865112305,0.0316777266561985,83.09156799316406,0.09908825159072876,1132,526,H2M2,69
